id,name,host_id,host_name,host_is_superhost,superhost_status,borough,neighbourhood,latitude,longitude,room_type,price,accommodates,price_per_guest,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_tier,price_category,availability_365,rating,listing_url
10107,Modern Retreat in SoHo,1153,Charlotte,f,Standard Host,Manhattan,SoHo,40.79876,-73.99408,Private room,125,2,62.5,2,9,2026-06-22,0.48,4,Small Host (2-4),Moderate ($100-$250),340,4.35,https://www.airbnb.com/rooms/10107
10108,Minimalist Suite in Upper West Side,1028,Elena,f,Standard Host,Manhattan,Upper West Side,40.79672,-73.96014,Entire home/apt,374,3,124.67,1,13,2026-06-27,0.48,1,Single Listing,Luxury (>$250),299,4.49,https://www.airbnb.com/rooms/10108
10109,Spacious Suite in Upper West Side,1290,Mia,f,Standard Host,Manhattan,Upper West Side,40.7857,-73.9549,Private room,218,1,218.0,5,51,2026-07-07,2.62,3,Small Host (2-4),Moderate ($100-$250),234,4.55,https://www.airbnb.com/rooms/10109
10110,Boho Loft in Financial District,1220,Jessica,f,Standard Host,Manhattan,Financial District,40.80582,-73.98603,Private room,72,2,36.0,2,70,2026-07-12,1.98,12,Multi-Listing Host (5+),Budget (<$100),273,4.43,https://www.airbnb.com/rooms/10110
10111,Bright Penthouse in Greenwich Village,1065,David,t,Superhost,Manhattan,Greenwich Village,40.83768,-74.00176,Private room,211,2,105.5,1,91,2026-03-27,3.64,2,Small Host (2-4),Moderate ($100-$250),273,4.96,https://www.airbnb.com/rooms/10111
10112,Stunning Penthouse in Brooklyn Heights,1048,Benjamin,f,Standard Host,Brooklyn,Brooklyn Heights,40.64092,-73.94502,Private room,95,2,47.5,2,81,2026-07-12,5.16,1,Single Listing,Budget (<$100),76,4.28,https://www.airbnb.com/rooms/10112
10113,Bright Suite in Jackson Heights,1236,Alex,t,Superhost,Queens,Jackson Heights,40.74131,-73.79078,Private room,72,2,36.0,1,93,2026-03-14,5.42,1,Single Listing,Budget (<$100),212,4.93,https://www.airbnb.com/rooms/10113
10114,Sunny Room in Bushwick,1068,Ethan,t,Superhost,Brooklyn,Bushwick,40.67853,-73.94453,Entire home/apt,226,4,56.5,3,27,2026-07-04,3.32,1,Single Listing,Moderate ($100-$250),62,4.96,https://www.airbnb.com/rooms/10114
10115,Sunny Apartment in Harlem,1289,Alex,f,Standard Host,Manhattan,Harlem,40.76416,-73.99456,Entire home/apt,256,2,128.0,3,56,2026-07-25,5.49,8,Multi-Listing Host (5+),Luxury (>$250),189,4.55,https://www.airbnb.com/rooms/10115
10116,Boho Flat in East Village,1146,Alex,f,Standard Host,Manhattan,East Village,40.79424,-73.97089,Private room,222,2,111.0,2,18,2026-01-28,0.55,1,Single Listing,Moderate ($100-$250),67,4.51,https://www.airbnb.com/rooms/10116
10117,Modern Room in Midtown,1292,Sophia,t,Superhost,Manhattan,Midtown,40.82956,-73.97504,Entire home/apt,364,4,91.0,1,40,2026-05-21,2.17,1,Single Listing,Luxury (>$250),284,4.94,https://www.airbnb.com/rooms/10117
10118,Cozy Room in East Village,1275,Carlos,f,Standard Host,Manhattan,East Village,40.73355,-73.98465,Private room,136,2,68.0,2,76,2026-07-27,9.82,1,Single Listing,Moderate ($100-$250),242,4.24,https://www.airbnb.com/rooms/10118
10119,Rustic Loft in Bedford-Stuyvesant,1084,Mia,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.70689,-73.91745,Private room,105,2,52.5,1,11,2026-04-25,1.6,1,Single Listing,Moderate ($100-$250),42,4.31,https://www.airbnb.com/rooms/10119
10120,Cozy Retreat in Cobble Hill,1189,Jessica,t,Superhost,Brooklyn,Cobble Hill,40.63912,-73.96297,Private room,148,1,148.0,2,81,2026-06-24,6.07,1,Single Listing,Moderate ($100-$250),86,4.99,https://www.airbnb.com/rooms/10120
10121,Sunny Flat in Forest Hills,1214,Carlos,t,Superhost,Queens,Forest Hills,40.72637,-73.82613,Entire home/apt,117,2,58.5,2,111,2026-06-13,9.23,1,Single Listing,Moderate ($100-$250),328,4.94,https://www.airbnb.com/rooms/10121
10122,Cozy Apartment in Tompkinsville,1078,Alex,f,Standard Host,Staten Island,Tompkinsville,40.60066,-74.15366,Private room,35,1,35.0,30,33,2026-07-19,2.17,1,Single Listing,Budget (<$100),224,4.47,https://www.airbnb.com/rooms/10122
10123,Bright Penthouse in Bushwick,1212,Elena,f,Standard Host,Brooklyn,Bushwick,40.69566,-73.93926,Private room,65,2,32.5,7,41,2026-04-09,2.78,2,Small Host (2-4),Budget (<$100),211,4.41,https://www.airbnb.com/rooms/10123
10124,Bright Flat in Upper West Side,1300,Emma,t,Superhost,Manhattan,Upper West Side,40.77157,-73.96627,Entire home/apt,784,2,392.0,1,72,2026-07-25,5.16,2,Small Host (2-4),Luxury (>$250),165,4.98,https://www.airbnb.com/rooms/10124
10125,Quiet Penthouse in SoHo,1203,Noah,t,Superhost,Manhattan,SoHo,40.80189,-73.9459,Shared room,93,1,93.0,1,177,2026-07-25,5.94,1,Single Listing,Budget (<$100),123,4.99,https://www.airbnb.com/rooms/10125
10126,Modern Penthouse in Bushwick,1012,Michael,t,Superhost,Brooklyn,Bushwick,40.66422,-73.96102,Private room,94,2,47.0,2,121,2026-05-16,6.37,2,Small Host (2-4),Budget (<$100),205,4.99,https://www.airbnb.com/rooms/10126
10127,Minimalist Penthouse in Harlem,1315,Charlotte,f,Standard Host,Manhattan,Harlem,40.7797,-73.94973,Entire home/apt,143,4,35.75,2,28,2025-09-28,2.08,12,Multi-Listing Host (5+),Moderate ($100-$250),19,4.38,https://www.airbnb.com/rooms/10127
10128,Charming Retreat in Brooklyn Heights,1139,Jessica,t,Superhost,Brooklyn,Brooklyn Heights,40.67856,-73.96219,Entire home/apt,334,4,83.5,1,33,2026-07-17,1.4,2,Small Host (2-4),Luxury (>$250),136,4.95,https://www.airbnb.com/rooms/10128
10129,Modern Haven in Forest Hills,1199,Elena,f,Standard Host,Queens,Forest Hills,40.82267,-73.76028,Entire home/apt,153,8,19.12,7,19,2026-07-23,0.83,1,Single Listing,Moderate ($100-$250),262,4.35,https://www.airbnb.com/rooms/10129
10130,Spacious Penthouse in Midtown,1001,Carlos,f,Standard Host,Manhattan,Midtown,40.79614,-73.96967,Private room,177,1,177.0,4,10,2026-03-05,0.42,3,Small Host (2-4),Moderate ($100-$250),279,4.56,https://www.airbnb.com/rooms/10130
10131,Minimalist Flat in Park Slope,1081,Sophia,f,Standard Host,Brooklyn,Park Slope,40.65878,-73.95585,Entire home/apt,175,8,21.88,7,14,2026-02-04,0.5,3,Small Host (2-4),Moderate ($100-$250),210,4.31,https://www.airbnb.com/rooms/10131
10132,Charming Suite in Financial District,1328,Ethan,t,Superhost,Manhattan,Financial District,40.77313,-73.98632,Private room,284,2,142.0,3,62,2026-05-27,2.02,1,Single Listing,Luxury (>$250),181,4.93,https://www.airbnb.com/rooms/10132
10133,Spacious Loft in East Village,1025,Liam,f,Standard Host,Manhattan,East Village,40.76234,-73.94281,Private room,166,2,83.0,1,22,2026-04-27,1.13,1,Single Listing,Moderate ($100-$250),20,4.4,https://www.airbnb.com/rooms/10133
10134,Spacious Studio in Greenwich Village,1048,Carlos,f,Standard Host,Manhattan,Greenwich Village,40.80099,-73.96701,Private room,155,2,77.5,1,28,2026-05-15,1.01,1,Single Listing,Moderate ($100-$250),154,4.49,https://www.airbnb.com/rooms/10134
10135,Quiet Penthouse in Tribeca,1219,Michael,t,Superhost,Manhattan,Tribeca,40.78928,-73.98096,Entire home/apt,281,4,70.25,2,59,2026-07-27,2.28,1,Single Listing,Luxury (>$250),104,4.97,https://www.airbnb.com/rooms/10135
10136,Luxury Haven in Midtown,1138,Ethan,t,Superhost,Manhattan,Midtown,40.77524,-73.97307,Entire home/apt,502,5,100.4,2,90,2026-06-30,2.95,1,Single Listing,Luxury (>$250),253,4.94,https://www.airbnb.com/rooms/10136
10137,Chic Haven in Greenwich Village,1265,Ethan,f,Standard Host,Manhattan,Greenwich Village,40.80903,-73.98936,Entire home/apt,454,4,113.5,2,12,2026-07-03,1.5,3,Small Host (2-4),Luxury (>$250),176,4.11,https://www.airbnb.com/rooms/10137
10138,Boho Haven in Astoria,1215,Emma,f,Standard Host,Queens,Astoria,40.76282,-73.78536,Private room,39,1,39.0,2,36,2026-06-16,2.47,1,Single Listing,Budget (<$100),220,4.51,https://www.airbnb.com/rooms/10138
10139,Bright Haven in Brooklyn Heights,1312,Liam,t,Superhost,Brooklyn,Brooklyn Heights,40.69771,-73.93952,Entire home/apt,202,6,33.67,7,100,2026-07-26,3.72,1,Single Listing,Moderate ($100-$250),78,4.97,https://www.airbnb.com/rooms/10139
10140,Cozy Apartment in Greenpoint,1097,Benjamin,t,Superhost,Brooklyn,Greenpoint,40.69425,-73.94736,Private room,154,2,77.0,1,100,2026-06-20,6.52,3,Small Host (2-4),Moderate ($100-$250),278,4.96,https://www.airbnb.com/rooms/10140
10141,Bright Loft in Chelsea,1185,Daniel,t,Superhost,Manhattan,Chelsea,40.79097,-73.98415,Entire home/apt,207,5,41.4,1,46,2026-07-07,1.95,2,Small Host (2-4),Moderate ($100-$250),142,4.98,https://www.airbnb.com/rooms/10141
10142,Bright Room in Greenwich Village,1110,Emily,f,Standard Host,Manhattan,Greenwich Village,40.78219,-73.93387,Private room,171,2,85.5,1,16,2026-08-01,0.67,2,Small Host (2-4),Moderate ($100-$250),166,3.99,https://www.airbnb.com/rooms/10142
10143,Charming Room in Park Slope,1155,Noah,f,Standard Host,Brooklyn,Park Slope,40.69471,-73.96646,Entire home/apt,279,3,93.0,30,44,2026-07-29,4.76,1,Single Listing,Luxury (>$250),337,4.39,https://www.airbnb.com/rooms/10143
10144,Boho Haven in DUMBO,1030,Charlotte,f,Standard Host,Brooklyn,DUMBO,40.69614,-73.9328,Entire home/apt,295,3,98.33,2,29,2026-04-22,0.81,2,Small Host (2-4),Luxury (>$250),123,4.44,https://www.airbnb.com/rooms/10144
10145,Rustic Room in Forest Hills,1337,Ava,t,Superhost,Queens,Forest Hills,40.71223,-73.77522,Entire home/apt,188,2,94.0,2,111,2026-05-12,6.66,1,Single Listing,Moderate ($100-$250),179,4.96,https://www.airbnb.com/rooms/10145
10146,Minimalist Apartment in Bushwick,1318,Michael,f,Standard Host,Brooklyn,Bushwick,40.69213,-73.9935,Private room,106,1,106.0,1,9,2026-07-10,0.25,1,Single Listing,Moderate ($100-$250),241,4.59,https://www.airbnb.com/rooms/10146
10147,Sunny Room in Bedford-Stuyvesant,1315,Sophia,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.63583,-73.94142,Entire home/apt,279,3,93.0,3,4,2026-05-26,0.34,1,Single Listing,Luxury (>$250),137,4.49,https://www.airbnb.com/rooms/10147
10148,Luxury Apartment in Greenwich Village,1024,Olivia,f,Standard Host,Manhattan,Greenwich Village,40.77885,-73.98829,Entire home/apt,294,3,98.0,1,31,2026-05-10,1.5,1,Single Listing,Luxury (>$250),216,4.56,https://www.airbnb.com/rooms/10148
10149,Boho Studio in Midtown,1334,Sarah,t,Superhost,Manhattan,Midtown,40.77281,-73.9777,Entire home/apt,363,4,90.75,1,83,2026-07-25,4.29,1,Single Listing,Luxury (>$250),88,4.99,https://www.airbnb.com/rooms/10149
10150,Luxury Haven in East Village,1071,Sophia,f,Standard Host,Manhattan,East Village,40.75541,-73.97949,Private room,109,1,109.0,1,9,2026-05-21,0.75,1,Single Listing,Moderate ($100-$250),30,4.48,https://www.airbnb.com/rooms/10150
10151,Boho Penthouse in Midtown,1294,Mia,t,Superhost,Manhattan,Midtown,40.79171,-73.97051,Entire home/apt,194,2,97.0,1,43,2026-07-21,4.78,1,Single Listing,Moderate ($100-$250),158,4.96,https://www.airbnb.com/rooms/10151
10152,Minimalist Apartment in Bushwick,1071,Jessica,t,Superhost,Brooklyn,Bushwick,40.67525,-73.90936,Entire home/apt,320,6,53.33,2,99,2026-05-23,3.19,1,Single Listing,Luxury (>$250),225,4.96,https://www.airbnb.com/rooms/10152
10153,Rustic Flat in Midtown,1303,Mia,f,Standard Host,Manhattan,Midtown,40.82142,-73.97566,Entire home/apt,341,4,85.25,3,21,2026-07-10,1.52,2,Small Host (2-4),Luxury (>$250),278,4.5,https://www.airbnb.com/rooms/10153
10154,Spacious Haven in SoHo,1222,Emily,f,Standard Host,Manhattan,SoHo,40.80085,-74.00152,Private room,130,2,65.0,2,41,2026-06-20,1.2,3,Small Host (2-4),Moderate ($100-$250),263,4.47,https://www.airbnb.com/rooms/10154
10155,Minimalist Flat in SoHo,1330,Liam,f,Standard Host,Manhattan,SoHo,40.78942,-73.9724,Entire home/apt,161,2,80.5,2,26,2026-07-01,2.86,2,Small Host (2-4),Moderate ($100-$250),10,4.44,https://www.airbnb.com/rooms/10155
10156,Sunny Room in Fordham,1234,Carlos,t,Superhost,Bronx,Fordham,40.85394,-73.84498,Private room,42,1,42.0,4,54,2026-07-25,1.97,1,Single Listing,Budget (<$100),123,4.95,https://www.airbnb.com/rooms/10156
10157,Rustic Retreat in Greenpoint,1072,Sophia,t,Superhost,Brooklyn,Greenpoint,40.67593,-73.95151,Entire home/apt,313,4,78.25,2,66,2026-04-14,1.95,1,Single Listing,Luxury (>$250),240,4.99,https://www.airbnb.com/rooms/10157
10158,Sunny Room in Hell's Kitchen,1222,Ethan,f,Standard Host,Manhattan,Hell's Kitchen,40.82574,-73.93856,Private room,140,2,70.0,30,36,2026-07-03,1.7,1,Single Listing,Moderate ($100-$250),137,4.34,https://www.airbnb.com/rooms/10158
10159,Bright Penthouse in Bedford-Stuyvesant,1263,Olivia,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.70014,-73.91828,Private room,74,2,37.0,30,33,2026-05-19,3.31,1,Single Listing,Budget (<$100),101,4.33,https://www.airbnb.com/rooms/10159
10160,Stunning Loft in Greenpoint,1214,Ava,t,Superhost,Brooklyn,Greenpoint,40.7158,-73.97476,Private room,90,2,45.0,1,111,2026-05-23,3.56,1,Single Listing,Budget (<$100),287,4.97,https://www.airbnb.com/rooms/10160
10161,Rustic Suite in Cobble Hill,1122,Noah,f,Standard Host,Brooklyn,Cobble Hill,40.7054,-73.97511,Private room,83,2,41.5,3,19,2026-05-20,0.57,1,Single Listing,Budget (<$100),311,4.29,https://www.airbnb.com/rooms/10161
10162,Boho Room in Crown Heights,1096,Jessica,f,Standard Host,Brooklyn,Crown Heights,40.71412,-73.94848,Private room,115,1,115.0,2,4,2026-02-24,0.56,1,Single Listing,Moderate ($100-$250),330,4.43,https://www.airbnb.com/rooms/10162
10163,Boho Studio in Cobble Hill,1113,Jessica,f,Standard Host,Brooklyn,Cobble Hill,40.65071,-73.91014,Entire home/apt,253,5,50.6,2,23,2026-06-05,0.67,2,Small Host (2-4),Luxury (>$250),297,4.55,https://www.airbnb.com/rooms/10163
10164,Boho Suite in SoHo,1319,Emily,f,Standard Host,Manhattan,SoHo,40.80418,-74.01204,Private room,178,2,89.0,2,19,2026-04-26,1.1,1,Single Listing,Moderate ($100-$250),32,4.22,https://www.airbnb.com/rooms/10164
10165,Bright Penthouse in East Village,1276,Ava,t,Superhost,Manhattan,East Village,40.79457,-73.97507,Shared room,63,1,63.0,7,126,2026-05-31,4.31,1,Single Listing,Budget (<$100),88,4.9,https://www.airbnb.com/rooms/10165
10166,Minimalist Haven in East Village,1295,Emily,f,Standard Host,Manhattan,East Village,40.75286,-73.93768,Private room,170,2,85.0,3,26,2026-07-12,1.23,1,Single Listing,Moderate ($100-$250),320,4.25,https://www.airbnb.com/rooms/10166
10167,Boho Retreat in Midtown,1201,Ava,t,Superhost,Manhattan,Midtown,40.75873,-73.96718,Entire home/apt,273,4,68.25,1,88,2026-07-27,3.92,1,Single Listing,Luxury (>$250),186,4.91,https://www.airbnb.com/rooms/10167
10168,Boho Suite in Harlem,1093,Ethan,f,Standard Host,Manhattan,Harlem,40.82297,-73.96427,Entire home/apt,568,6,94.67,2,136,2026-05-16,15.2,1,Single Listing,Luxury (>$250),179,4.51,https://www.airbnb.com/rooms/10168
10169,Stunning Haven in Financial District,1169,Charlotte,f,Standard Host,Manhattan,Financial District,40.79497,-73.96563,Entire home/apt,384,4,96.0,2,68,2026-07-13,2.7,3,Small Host (2-4),Luxury (>$250),179,4.25,https://www.airbnb.com/rooms/10169
10170,Chic Haven in Upper West Side,1042,James,f,Standard Host,Manhattan,Upper West Side,40.80426,-73.98077,Private room,140,1,140.0,2,32,2026-03-12,1.35,3,Small Host (2-4),Moderate ($100-$250),288,4.42,https://www.airbnb.com/rooms/10170
10171,Modern Haven in Bedford-Stuyvesant,1149,David,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.66638,-73.93093,Private room,67,2,33.5,7,44,2026-07-21,2.27,3,Small Host (2-4),Budget (<$100),347,4.58,https://www.airbnb.com/rooms/10171
10172,Rustic Apartment in Mott Haven,1190,Emily,t,Superhost,Bronx,Mott Haven,40.85907,-73.8603,Entire home/apt,177,2,88.5,5,72,2026-04-17,3.33,1,Single Listing,Moderate ($100-$250),144,4.95,https://www.airbnb.com/rooms/10172
10173,Modern Penthouse in Greenwich Village,1265,James,t,Superhost,Manhattan,Greenwich Village,40.76381,-73.9494,Private room,115,3,38.33,3,127,2026-07-28,11.58,1,Single Listing,Moderate ($100-$250),118,4.95,https://www.airbnb.com/rooms/10173
10174,Charming Apartment in Bushwick,1059,Mia,f,Standard Host,Brooklyn,Bushwick,40.6758,-73.95791,Entire home/apt,147,3,49.0,7,37,2026-06-19,3.68,1,Single Listing,Moderate ($100-$250),85,4.56,https://www.airbnb.com/rooms/10174
10175,Rustic Flat in Park Slope,1339,Olivia,f,Standard Host,Brooklyn,Park Slope,40.65208,-73.96302,Entire home/apt,146,2,73.0,1,28,2026-06-20,1.13,4,Small Host (2-4),Moderate ($100-$250),185,4.41,https://www.airbnb.com/rooms/10175
10176,Minimalist Brownstone Unit in Greenwich Village,1259,Sophia,f,Standard Host,Manhattan,Greenwich Village,40.76909,-73.97841,Entire home/apt,330,4,82.5,7,12,2026-05-29,1.36,2,Small Host (2-4),Luxury (>$250),286,4.45,https://www.airbnb.com/rooms/10176
10177,Spacious Retreat in Greenpoint,1247,Liam,t,Superhost,Brooklyn,Greenpoint,40.70551,-73.97157,Entire home/apt,401,5,80.2,3,81,2026-08-01,5.9,1,Single Listing,Luxury (>$250),13,4.93,https://www.airbnb.com/rooms/10177
10178,Rustic Penthouse in Chelsea,1080,Sophia,f,Standard Host,Manhattan,Chelsea,40.76225,-73.97784,Entire home/apt,223,2,111.5,2,21,2026-07-05,1.03,12,Multi-Listing Host (5+),Moderate ($100-$250),139,4.5,https://www.airbnb.com/rooms/10178
10179,Quiet Loft in Park Slope,1118,Benjamin,f,Standard Host,Brooklyn,Park Slope,40.67382,-73.99313,Private room,131,3,43.67,5,63,2026-04-26,2.51,4,Small Host (2-4),Moderate ($100-$250),251,4.61,https://www.airbnb.com/rooms/10179
10180,Cozy Penthouse in Chelsea,1206,Charlotte,f,Standard Host,Manhattan,Chelsea,40.79714,-73.99007,Private room,196,1,196.0,3,29,2026-06-20,0.98,1,Single Listing,Moderate ($100-$250),324,4.5,https://www.airbnb.com/rooms/10180
10181,Quiet Flat in Midtown,1205,Elena,f,Standard Host,Manhattan,Midtown,40.79153,-73.9725,Entire home/apt,301,3,100.33,1,49,2026-04-22,2.98,1,Single Listing,Luxury (>$250),109,4.44,https://www.airbnb.com/rooms/10181
10182,Cozy Haven in Harlem,1151,Carlos,f,Standard Host,Manhattan,Harlem,40.78645,-73.97912,Entire home/apt,324,5,64.8,2,70,2026-01-18,2.44,3,Small Host (2-4),Luxury (>$250),245,4.46,https://www.airbnb.com/rooms/10182
10183,Bright Suite in East Village,1118,Carlos,f,Standard Host,Manhattan,East Village,40.75699,-73.9475,Entire home/apt,174,3,58.0,1,16,2026-07-10,1.41,1,Single Listing,Moderate ($100-$250),303,4.49,https://www.airbnb.com/rooms/10183
10184,Rustic Room in Crown Heights,1118,Daniel,f,Standard Host,Brooklyn,Crown Heights,40.66957,-73.94243,Entire home/apt,259,5,51.8,2,21,2026-04-10,0.6,1,Single Listing,Luxury (>$250),171,4.64,https://www.airbnb.com/rooms/10184
10185,Sunny Flat in Cobble Hill,1028,Noah,f,Standard Host,Brooklyn,Cobble Hill,40.67485,-73.9268,Private room,62,2,31.0,1,23,2026-08-01,0.86,1,Single Listing,Budget (<$100),307,4.31,https://www.airbnb.com/rooms/10185
10186,Minimalist Suite in Long Island City,1314,Carlos,t,Superhost,Queens,Long Island City,40.71922,-73.81595,Entire home/apt,144,3,48.0,1,53,2026-06-11,5.34,2,Small Host (2-4),Moderate ($100-$250),61,4.97,https://www.airbnb.com/rooms/10186
10187,Boho Loft in Park Slope,1243,Alex,t,Superhost,Brooklyn,Park Slope,40.69311,-73.9019,Private room,212,2,106.0,1,76,2026-05-23,4.23,1,Single Listing,Moderate ($100-$250),140,4.95,https://www.airbnb.com/rooms/10187
10188,Stunning Loft in Greenpoint,1132,Elena,t,Superhost,Brooklyn,Greenpoint,40.67684,-73.94565,Private room,149,1,149.0,3,127,2026-07-06,4.32,2,Small Host (2-4),Moderate ($100-$250),259,4.92,https://www.airbnb.com/rooms/10188
10189,Chic Haven in Upper West Side,1328,Carlos,f,Standard Host,Manhattan,Upper West Side,40.7343,-73.95989,Private room,73,2,36.5,4,7,2026-03-23,0.39,2,Small Host (2-4),Budget (<$100),195,4.34,https://www.airbnb.com/rooms/10189
10190,Quiet Room in Harlem,1129,Michael,t,Superhost,Manhattan,Harlem,40.80766,-73.9649,Entire home/apt,294,3,98.0,3,43,2026-07-26,1.2,2,Small Host (2-4),Luxury (>$250),53,4.9,https://www.airbnb.com/rooms/10190
10191,Quiet Retreat in Upper West Side,1088,Alex,t,Superhost,Manhattan,Upper West Side,40.77336,-73.96756,Private room,291,1,291.0,2,72,2026-06-09,3.25,3,Small Host (2-4),Luxury (>$250),335,4.99,https://www.airbnb.com/rooms/10191
10192,Rustic Suite in Cobble Hill,1046,Benjamin,t,Superhost,Brooklyn,Cobble Hill,40.65284,-73.95265,Private room,145,2,72.5,1,76,2026-05-09,3.66,2,Small Host (2-4),Moderate ($100-$250),230,4.93,https://www.airbnb.com/rooms/10192
10193,Charming Loft in Ridgewood,1203,Emily,t,Superhost,Queens,Ridgewood,40.70653,-73.77286,Private room,56,2,28.0,2,57,2026-04-24,2.02,1,Single Listing,Budget (<$100),45,4.91,https://www.airbnb.com/rooms/10193
10194,Stunning Penthouse in Brooklyn Heights,1010,David,t,Superhost,Brooklyn,Brooklyn Heights,40.69377,-73.94904,Entire home/apt,373,3,124.33,2,51,2026-06-22,4.85,2,Small Host (2-4),Luxury (>$250),169,4.9,https://www.airbnb.com/rooms/10194
10195,Bright Loft in Williamsburg,1029,James,f,Standard Host,Brooklyn,Williamsburg,40.65494,-73.90204,Shared room,39,1,39.0,3,78,2026-06-27,2.68,1,Single Listing,Budget (<$100),27,4.41,https://www.airbnb.com/rooms/10195
10196,Luxury Studio in Crown Heights,1166,Jessica,f,Standard Host,Brooklyn,Crown Heights,40.68125,-73.98146,Entire home/apt,218,2,109.0,1,16,2026-07-22,1.02,1,Single Listing,Moderate ($100-$250),71,4.55,https://www.airbnb.com/rooms/10196
